id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM2328940	0.152632425910598	0	0	0	0.0353178198041662	0	0.0433540117857148	0.245221028148049	0.00427776954345998	0.222761418337758	0	0	0	0.196937555709296	0.0529323909640882	0.0433443554070893	0	0	0	0.00157624711077408	0	0.00164497727900589
GSM2328941	0.295150895385738	0	0	0	0.0349772516960953	0	0.0488281445233736	0.27670478580339	0	0.161141935293508	0	0	0	0.125099023626772	0.00500674616197708	0.0431655134311277	0	0	0.00922485833099102	0	0	0.000700845747026494
GSM2328942	0.107134550964279	0	0.0040846957962979	0	0.0639373870463952	0.0466955906288431	0.0534169263238609	0.113555369936122	0	0.222858973727066	0	0	0	0.274333796063059	0.0599101612278537	0.0368849860051519	0	0	0.0171875622810706	0	0	0
GSM2328943	0.127449872400146	0	0	0	0.0469927727775327	0.105872177824128	0.0722490535425079	0.157542905283835	0	0.286490237913352	0	0	0	0.115912372017215	0.0351515685013504	0.0440127324970425	0	0	0.00684261054574271	0	0	0.0014836966971486
GSM2328944	0.203631550632693	0	0	0.0750687376198594	0	0	0.0667726580209272	0.100989044430952	0	0.103085955252939	0	0.0400316835255533	0	0.308300139650726	0.0169104800880431	0.0546567639673206	0	0.0135910995019061	0	0.000902436934123247	0.0160594503749584	0
GSM2328945	0.0025726322123662	0	0	0.0167324965874383	0	0	0.135517610038373	0.164819606190639	0.00329113310621677	0.193898130456262	0	0	0	0.362941267759362	0.100020739424245	0	0.00326152725000813	0	0.0169448569750894	0	0	0
GSM2328946	0.220279320938084	0	0	0	0	0.0271294882075164	0.00646138745381428	0.16073054429309	0	0.31822898887211	0	0.0252961954164696	0	0.0674169637114326	0.09913179769459	0.0539145406459998	0.00438525155067919	0	0	0.0170255212162144	0	0
GSM2328947	0.0306742196482196	0	0	0.0350191355242972	0	0	0.0750947262802987	0.0914002051089677	0	0.303175079090136	0	0.0276636709676995	0	0.319896299412656	0.0572865887826691	0.0133439950879504	0	0.0321318750838926	0	0.0104378003392215	0	0.00387640467399135
GSM2328948	0.0232276768994444	0	0	0.152689806404146	0	0	0.0387013367652107	0.0820336468874989	0.00294885350784988	0.184775345962692	0	0.0198787132624994	0	0.234864902663369	0.115819051307185	0.00344500964222869	0	0.109851623633896	0.0252308998376869	0	0	0.00653313322629298
GSM2328949	0	0	0.0508084858666993	0	0	0	0.0711193055106081	0.110485825875266	0	0.292632356285824	0	0.107226380422749	0	0.0468783405213392	0.056530314092403	0.108437940120207	0.00959001846634653	0.0841714942035364	0	0.00993251511059353	0.0293781702691141	0.0228088532553142
GSM2328950	0.346318403301837	0	0.0401488056059839	0	0	0	0.0159612155033207	0.109970542253603	0	0.165443504309012	0	0	0	0.170455849489791	0.0455845436002601	0.0987250957097651	0	0	0.00739204022642727	0	0	0
GSM2328951	0.240943947210072	0	0	0	0	0.0438460555677237	0.0324480460749928	0.0818707761187721	0	0.237553020107331	0	0.064209404426529	0	0.102342287322522	0.100774858872547	0.0876807329021945	0	0	0	0.00299570370449892	0	0.00533516769281726
GSM2328952	0.128353324996865	0.138656257020932	0	0	0.0138215106986514	0.0432456909292646	0.00423215218352024	0.14116459513386	0	0.227643031951075	0	0.00597826388208248	0	0.16662351218628	0.0715628920981625	0.0318087614240085	0	0	0	0.0218382179096174	0	0.00507178958568084
GSM2328953	0.0657962602048433	0	0.0170527737148404	0.158889021020894	0	0	0.176445627191211	0.073261269993097	0	0.313184572671638	0	0.0550467208625089	0	0	0.0509475572722323	0.0390046408503282	0.0156590683702426	0	0	0.021508522682596	0.0023821389434054	0.0108218262221624
GSM2328954	0.00884264864256783	0.0358520385754378	0.0547062882404561	0	0	0.0408083070687668	0.0856332403528136	0.108936232940898	0	0.217340486893659	0	0	0	0.3100500186621	0.0923330145695653	0.0312388239558493	0	0	0.0109929116186634	0	0	0.00326598847922293
GSM2328955	0.137616728643169	0	0	0.00921522043202009	0	0	0.132864156241883	0.122530622541017	0	0.133205720665676	0	0.0724112963220853	0	0.139856936152294	0.143126674191117	0.064981488738406	0.0102341223889516	0	0	0.0218730801101173	0	0.0120839535732639
GSM2328956	0.0242150799602626	0	0	0.333557260908983	0	0	0.0393357734215606	0.109433731480223	0	0.315291487224056	0	0	0	0	0.0712274433238241	0.0599668967709375	0.0172924091428342	0	0	0.0202177781826915	0.00516193865248411	0.00430020093214315
GSM2328957	0.0876364848614301	0	0.0265587810234396	0	0.0828281581507618	0.161459643894033	0.0947040974683934	0.0411148676966661	0	0.264013800424941	0	0	0	0.00112761933324673	0.138533792980401	0.0725653874952722	0	0	0	0.00661019801861795	0.021216152444563	0.00163101620823494
GSM2328958	0.0411406738802522	0	0.0883284586224003	0.0592476288562047	0.00220635633219326	0	0.0945393622824777	0.0940514486300262	0	0.339255925633941	0	0	0	0.0922567804649309	0.131250570948159	0.0343481553852826	0	0	0	0.0191351530852098	0	0.00423948587892239
GSM2328959	0	0.0341421580081126	0.0657290057629352	0.0719472688255533	0	0	0.127189660394678	0.0332402749614619	0	0.216228921732544	0	0	0	0.266167718090396	0.0923718784603721	0.0887880320691186	0	0	0	0.00103594288379936	0	0.00315913881102891
GSM2328960	0.0779862553188914	0	0	0	0.0332143927096755	0.00984250400812156	0.16279996230979	0.103697113143855	0	0.269797352521383	0	0	0	0.202710642059086	0.109047106478226	0.0278309857625684	0	0	0.00307368568840221	0	0	0
GSM2328961	0.0606584243795029	0.00352220729113419	0	0.0663089175300038	0	0	0.0312289358876143	0.116354754645578	0	0.18713148211041	0	0	0	0.324989011718888	0.186487621576517	0.00618598373686077	0	0	0.0171326611234899	0	0	0
GSM2328962	0.242208995700546	0	0	0.0254404091634008	0	0	0.0521319466118163	0.0340830997819254	0	0.113930899383039	0	0	0	0.411001091539062	0.096236394436525	0	0	0	0.0212277296133247	0	0	0.00373943377036058
GSM2328963	0.0736034234642537	0	0	0	0	0	0.0213656380786624	0.0737320225044114	0.000816018477889776	0.101740736560258	0	0	0	0.44126291523468	0.252420039225255	0	0	0	0.0350592064545891	0	0	0
GSM2328964	0	0	0.045076749719941	0.149368898232799	0	0	0.231298027711932	0.0411067410104918	0	0.225619841421908	0	0.11671853358362	0	0.0131709389061259	0.107360310294601	0.041478738460971	0.00782821890310864	0	0	0	0.00632744348650392	0.0146455582679976
GSM2328965	0.159289252193018	0	0	0.0219737173921595	0	0.0921857927903418	0.0885054250176468	0.12436827371651	0	0.303932788438243	0	0	0	0.133287897197842	0.0517927015819487	0.016811248693853	0	0	0.00639458698689606	0	0	0.00145831599154156
GSM2328966	0.275252717595602	0	0.00178534124431601	0.00917715650084497	0	0	0.122621022402008	0.0460441842834369	0.0110689948408339	0	0	0.0263447327586871	0	0.385844497579731	0.0749134130525727	0.0362183232815257	0.0044623542269777	0	0.00315812299556077	0	0.00310913923790308	0
GSM2328967	0.085245477444931	0	0.0440109580494281	0	0	0	0.138542536946774	0.0789144926917629	0	0.136268760760033	0	0	0	0.403658041169957	0.0952794122202639	0.004118141171079	0	0	0.0114584327121999	0	0	0.00250374683357168
GSM2328969	0.249991243080743	0	0	0	0	0.0617870541080164	0.132137700389422	0.0711436650004874	0	0.152209029532015	0	0.00774568394830556	0	0.186846716533258	0.0486724538859762	0.0860207155944032	0	0	0.00344573792737269	0	0	0
GSM2328970	0.0230250132285836	0	0	0.0374097740188148	0	0	0.0722539172388257	0.0601163040214119	0.00290209768323077	0.189518552257248	0	0.00774337898355526	0	0.518496643573278	0.0748208440706847	0	0	0	0.0137134749243675	0	0	0
GSM2328971	0.134662932864117	0.271124314365242	0	0	0.0254231320211992	0	0.0790629529381233	0.0196464893345444	0.00428335467452235	0.0315352966600838	0.0299389978103249	0	0	0.321155634413137	0.0764206289359397	0	0	0	0.0067462659827666	0	0	0
GSM2328972	0.0767546758953377	0	0.00328029168940804	0.183087001737907	0	0	0.0253282705714378	0.0797283623242682	0	0.153230841493662	0	0.0293265943613121	0	0.35562511647969	0.0603497716346523	0.0280667607453818	0	0	0	0.00510931061185994	0.000113002455082514	0
GSM2328973	0.0225113207034732	0	0	0	0.152166211853174	0.000575120994030911	0.0372176754322061	0.227899540395581	0	0.357404344123337	0	0	0	0.137906250818239	0.00670398271963703	0.0153646890865645	0	0.0295831781101184	0.00973707999510348	0	0.000192888947803409	0.0027377168207317
GSM2328974	0.205471994632292	0	0	0	0	0	0.0421926735543429	0.130796270749641	0	0.241916261675752	0	0	0	0.317478497508031	0.0565931973206839	0.001719329350104	0	0	0	0.00383177520915301	0	0
GSM2328975	0.245117963143808	0	0	0	0.0212463628971738	0.0312504777180376	0.119359553160201	0.0587324179018638	0	0.232976628978233	0	0.00516888936022346	0	0.189810514548706	0.0512207966088198	0.0345657865450278	0	0	0	0.00776614857973203	0	0.00278446055817309
GSM2328976	0.0212782148656992	0.00297363663228562	0	0.0767326701733699	0	0	0.145255567082193	0.0692343682578417	0	0.248079124029581	0	0	0	0.259516319614063	0.123255500158838	0.0452168877270897	0.00453281788018886	0	0	0	0.000232866548086859	0.00369202703076229
GSM2328977	0.513591972926275	0	0	0	0.00261227716868062	0.0145845659929233	0.0285882950204363	0.0857470273990704	0	0.097184801143964	0.0644601742109699	0	0	0.104017166121639	0.0346963522602058	0.044941407670308	0	0	0	0.00793238791351946	0	0.00164357217200802
GSM2328978	0.183656468812172	0	0	0.0262893654799518	0	0	0	0.233816983091809	0	0.172956809267262	0	0.0603026838310619	0	0.256090860417158	0.04586699347006	0	0.00331797439693643	0	0	0.0177018612335892	0	0
GSM2328979	0.554779878240927	0	0	0	0	0.115641237241206	0.00505208092124428	0.0298402598707458	0	0.112971323541673	0	0.0210232468295424	0	0.0199166143323273	0.046265726514729	0.0528994846079699	0	0	0.0337371178089163	0	0	0.00787303009071903
GSM2328980	0.3593987576052	0.158509066220508	0	0.0263305030815327	0	0.0364311151525796	0.0754449646600266	0.0916647226362373	0	0	0.0367123211216453	0	0	0.0921795684703769	0.0518899556493022	0.0559801889550006	0	0	0	0.0120550307777679	0	0.00340380566982267
GSM2328981	0.156560957869749	0	0	0.0548838774446151	0	0	0.192628266567379	0.0680670190405133	0	0.310477343852852	0	0.0731523757603984	0	0	0.0669573586161545	0.0598092942512222	0.00762860987580352	0	0	0	0.00983489672131247	0
GSM2328982	0.0697273376156873	0.0368544969142738	0	0	0	0.0651372316287658	0.113170280035856	0.0578694448961406	0	0.265213528649105	0	0	0	0.203897167905508	0.075260786882829	0.0424052330776885	0	0.000657121004093998	0	0.0555792346501136	0	0.0142281367399382
GSM2328983	0.215382059201011	0	0	0.0358141795770091	0	0	0.0562633702433626	0.10121234392297	0	0.216986899722104	0	0.00539075008407983	0	0.24942126865312	0.088791574100695	0.0134834049718231	0	0	0.0123756510155007	0	0	0.00487849850832497
GSM2328984	0.190932184610798	0	0	0	0	0	0.0146954909332486	0.146396677975972	0	0.267581607568576	0	0.0463405375020629	0	0.259853869721146	0.052298741588629	0	0	0	0	0.018236581070939	0	0.00366430902862888
GSM2328985	0.0599084181056388	0	0	0.0121955127947278	0.024982984865049	0	0.179911548587867	0.0408874690779183	0	0.145825221022385	0	0	0	0.348391362456417	0.114734938994859	0	0	0.0236253914965127	0.0264303639057551	0	0.0231067886928709	0
GSM2328986	0.0104905616321336	0.00905028099114646	0.0206608519491499	0.00620598691450153	0	0	0.257099787661097	0.0382326340628174	0	0.322980420812519	0	0	0	0.0804447272253674	0.212753551077486	0.0299376573474509	0.000270711230573765	0	0.0084120967912933	0	0	0.00346073230446456
GSM2328987	0.0803650400655613	0	0	0.0438926787694258	0	0	0.123145098405678	0.0514689979267712	0	0.268506100651443	0	0.00235442845022185	0	0.243361180590588	0.124752492220116	0.0592588011320767	0.000926216574526757	0	0.00196896521359189	0	0	0
GSM2328988	0.206689463974719	0	0	0	0	0.070849224260254	0.0250316506725062	0.0758776993273341	0	0.18872791118181	0	4.76001149935918e-05	0	0.232318642332751	0.0660261234841298	0.104757747595331	0	0	0	0.0296739370561716	0	0
GSM2328989	0.132922792093357	0	0.0345923757923023	0.000821527307509213	0	0	0.113379369933403	0.0707857570080774	0	0.181479826175375	0	0.00564980556008783	0	0.357660836895284	0.0656042671244575	0.0293759787880775	0	0	0.00498441478224155	0	0	0.00274304853982701
GSM2328990	0.00837904832570463	0.0173323887530816	0	0.0201744142998545	0	0	0.0270660559447775	0.0562815276737304	0.00577776624829076	0.0923824625309731	0	0.00438732147339276	0	0.562488347546191	0.0513980270286809	0.0075279939195679	0	0.140882507328667	0.00530425520371771	0	0.000617883723370403	0
GSM2328991	0.361497053663135	0	0.0443134177660714	0	0.00951630259501996	0.0111918461617215	0.0370365320313427	0.111354549430205	0	0.198280444716541	0	0.0127472896183032	0	0.0504278287173954	0.0349614559838292	0.118846225517136	0	0	0.00982705379929995	0	0	0
GSM2328992	0.334321020982821	0	0	0	0.00449915988997966	0	0.0016337231610777	0.12924729362211	0	0.256089151598125	0	0	0	0.106144228632099	0.0542170296179635	0.0946462635334381	0	0	0	0.0132963880250337	0.00241579593908122	0.00348994499827101
GSM2328993	0.367211647855888	0	0.0121762286497421	0.031029786377896	0	0	0.0643775561923686	0.0444218172151456	0	0.0571579946936158	0	0	0	0.332713723953653	0.0309231646281438	0.0599880804335471	0	0	0	0	0	0
GSM2328994	0.0161507203512301	0.000987914735448653	0	0.0245174542866411	0	0	0.258266524148695	0.0960057108415214	0	0.257254920962901	0	0	0	0.213522582107286	0.11259494049382	0.0150538467815236	0	0	0	0	0	0.00564538529093294
GSM2328995	0.0672635418601357	0	0.0824615595965209	0	0	0	0.178987534991745	0.0862093587345729	0	0.308717639879505	0	0.0348515520318063	0	0.0609050509136623	0.0781253647786537	0.0578918745285303	0.0195392590286851	0	0	0.0154733978036948	0	0.00957386585248775
GSM2328996	0.139710158232557	0	0.0308846610474397	0	0	0.00941827572419334	0.0701378995614913	0.0990533519434783	0	0.351368699682468	0	0	0	0.15991773338109	0.0887600746363417	0.042028702133674	0	0	0	0.00440069130054445	0	0.00431975235672271
GSM2328997	0.033556007126177	0	0	0.166592506866531	0	0	0.111663756207397	0.0794761517838713	0	0.221135517054288	0	0.0330046832248126	0	0.0789639906275784	0.106973815972558	0.0507266205027794	0	0.089524189058166	0.0121021320190591	0	0.0049338173370178	0.0113468122197637
GSM2328998	0.015619483688248	0.0213607332975625	0.0528228345414931	0	0	0.0144958368964669	0.0701091518376914	0.0727436322767892	0	0.233446397290432	0	0.0396941542558728	0	0.352322927500126	0.0402081140502398	0.0616156379071675	0	0	0	0.00963761320005668	0.00562823945404562	0.0102952438038084
GSM2328999	0.0615819826109228	0	0	0.0557374052472512	0	0	0.231749477327475	0.0452210642494116	0	0.22790149909828	0	0.0123885279646393	0	0.0589608667830962	0.105528077146609	0.0880222463919923	0	0	0.0506805610266194	0	0.0481499939692736	0.0140782981844298
GSM2329000	0.0142198305529155	0.0920795036378151	0	0	0	0.0288785956541732	0	0.164722231237095	0	0.277805998560527	0	0.0229467930575827	0	0.251982440990675	0.110737657384141	0	0.0202572565081405	0	0	0.016369692416935	0	0
GSM2329001	0.15608913618794	0	0	0	0.0237895004708051	0	0.0850270871777878	0.152751575158983	0	0.307160370366921	0	0	0	0.181579159878798	0.0572904995877418	0.025154311855811	0	0.0049844619182586	0.00250180956847112	0	0	0.00367208782848261
GSM2329002	0.118646505390119	0	0	0	0	0.0520306354060812	0.121004372839497	0.0876014342567381	0	0.246747797220344	0	0	0	0.252221196915927	0.109441683381247	0.00929800337217126	0	0	0	0	0	0.00300837121787492
GSM2329003	0.12776661172771	0	0	0	0	0	0.0818070933315409	0.0719992620914558	0	0.270689889079997	0	0	0	0.188219807022211	0.18647963584528	0.0350240222164247	0	0	0.0284210770581747	0	0	0.00959260162720631
GSM2329004	0.0270969656394555	0	0	0.0390570138585185	0	0	0.0627876698110446	0.0905400936932113	0	0.221874985972101	0	0.0218074821121814	0	0.391919738163494	0.129190298339324	0	0	0	0	0.0157257524106693	0	0
GSM2329005	0.0208856299229277	0.0105472395573613	0.0127308839457367	0	0.0161357410122349	0	0.192381098242971	0.0850310036571515	0	0.244293435568406	0	0.00699236982055177	0	0.24492304658964	0.114751853965091	0.0345693826152512	0.0049391526214836	0	0	0.00578706766965439	0	0.0060320948115389
GSM2329006	0.0847780663775617	0.0467286518709866	0	0	0	0	0.130751690536055	0.159599204133493	0	0.160697773919053	0	0	0	0.190634571323659	0.13262340068031	0.0783959239367766	0	0	0	0.0069375324715162	0	0.00885318475058796
GSM2329007	0.227087929283446	0	0	0	0	0	0.0649809519528923	0.103764057562234	0	0.25344062802073	0	0.0268296219995599	0	0.200506924306259	0.0781515574022716	0.0407446451596127	0	0	0	0	0	0.00449368431299336
GSM2329008	0.311436100983696	0	0.0622065993323274	0	0.102613473509363	0.0354654553373417	0.0867489506078606	0.0875508591417686	0	0.129847358068094	0	0	0	0.0781426456799781	0.0354694864904641	0.0651278210743108	0	0	0	0	0.000744405678399803	0.00464684409639653
GSM2329009	0.00380338128323975	0.0666088485936721	0	0.1301252478996	0	0	0.116163703628786	0.0481455045116532	0	0.222548260660689	0	0	0	0.0427883831902484	0.186699903425883	0.0661403181398578	0.00684369894958103	0.0443464184886876	0.0263050476598567	0	0.0365147698693086	0.00296651369893587
GSM2329010	0.179994508987148	0	0	0	0.0584222317198476	0	0.0363950277493573	0.0595494572845205	0	0.112148528934235	0	0	0	0.372304575162027	0.0776965119874099	0.0916233859876253	0	0	0	0.00610924260824031	0	0.00575652957958832
GSM2329011	0.00498137554682778	0.250935539884996	0.0508187309572445	0.00221347837564547	0	0	0.0424027190569271	0.0615126499659146	0.00335486037766162	0.0752413367262637	0.0223113614765452	0	0	0.412752613367251	0.00442461708036555	0.0301840105167176	0	0.0135439126912896	0	0.0200475683085844	0	0.00527522566776527
GSM2329012	0.00956025251195067	0	0	0.150598959762379	0	0	0.0450834415868721	0.0789557755500359	0	0.185742271318583	0	0.041086982359148	0	0.31596093339122	0.141109797185243	0.00910460049227191	0.00403387109266809	0	0	0.0156432971837763	0.00311981756585276	0
GSM2329013	0.0256259680719901	0	0	0.175491316194573	0	0	0.119461345308195	0.0164561033985962	0	0.225367651799005	0	0	0	0.225318852573327	0.141503754844803	0.03961866430809	0	0	0.0145687391718562	0	0.0120009567014788	0.00458664762808522
GSM2329014	0.0682903672810141	0	0	0.0320211306628892	0	0	0.195060053581043	0.0886350859173768	0	0.242062743882339	0	0.0222758025029794	0	0.056276058499498	0.222848432543451	0.0415036347072332	0.00844437212451362	0	0.0122005514311051	0	0	0.0103817668665563
GSM2329015	0.263896856688182	0	0	0	0	0	0.0285882942765827	0.104648788951074	0.00698092733074273	0.0756934764467561	0	0.0406016874905322	0	0.247614712262668	0.0756835410337179	0.0871372317962865	0.00378873973830662	0	0.00971173087745269	0	0.0507913554321314	0.00486265767556727
GSM2329016	0.397546971878756	0	0.115279188879625	0	0.00459466324658634	0.0379966345531985	0	0.0394482273302936	0	0.092366447672216	0	0.00427272520945676	0	0.164773711889756	0.0287673912841204	0.0587565033978299	0	0	0	0.021130353199437	0.0287977229428325	0.00626945851589199
GSM2329017	0.322577959537613	0	0.0197825848351359	0	0.0122137252326236	0	0.0300060111691187	0.117938545101419	0.036015351998571	0.219795896284743	0	0.0258792192941959	0	0.0863027966316011	0.0278891423823147	0.067989638041896	0	0	0	0.0189798352202035	0.00949527896765744	0.00513401530290734
GSM2329019	0.385902625380908	0	0	0	0	0.0577427972201647	0.0732703725635163	0.0879246286871584	0	0.149633291673643	0	0.00338340915497177	0	0.160428569436334	0.0588710633555738	0	0	0	0.0146339000782245	0	0.00300119121942123	0.0052081512300849
GSM2329020	0.0209213498189182	0.025940734501522	0	0.0109381149704564	0	0.0223687471960356	0.099418584772466	0.0637599170148912	0	0.312567940551992	0	0	0	0.232403563611603	0.144142036403346	0.0358850586987347	0	0	0.0204823262162458	0	0	0.0111716262437897
GSM2329021	0.0422940559827515	0.0800225892323086	0	0.0400855312532698	0	0	0.0676153876087009	0.0674261436644418	0	0.211988459271856	0	0	0	0.282886647629695	0.193308529324157	0	0	0	0.0138913965773474	0	0.000481259455471719	0
GSM2329022	0.293547038345887	0	0.114145705834536	0.0525377083371271	0.0225427870779643	0.0361837080063182	0.0884612775364322	0.0643617046463661	0	0.137469167238637	0	0.0770084669456168	0	0	0.0679128341627117	0.0345993153405278	0	0	0.00897195306309734	0	0	0.00225833346477847
GSM2329023	0.251817068837748	0	0	0.098658808124629	0	0	0.0943625927567227	0.0524272658844027	0	0.140602556323983	0	0.0842394059184754	0	0.0647080578102257	0.146988502772187	0.0385821896531255	0	0	0	0.0256063731115726	0	0.0020071788069293
GSM2329024	0.0198768460535943	0	0	0.182163327383406	0	0	0.0992187472193228	0.0904419672553227	0	0.237054762675617	0	0.0687155813016568	0	0.021677215697529	0.214147519222218	0.0237333976708954	0.0159306774541697	0	0	0.0127720979688874	0.00656871913694084	0.0076991409604402
